time,symbol,open,high,low,close,volume
2024-06-17,ZK/USDT,0.095,0.295,0.095,0.213,1558854668.4
2024-06-18,ZK/USDT,0.213,0.232,0.186,0.2202,1189119720.3
2024-06-19,ZK/USDT,0.2202,0.24,0.2126,0.2242,727374424.1
2024-06-20,ZK/USDT,0.2242,0.2242,0.191,0.1983,493478200.9
2024-06-21,ZK/USDT,0.1983,0.2036,0.176,0.1822,382766488.9
2024-06-22,ZK/USDT,0.1821,0.1886,0.1727,0.1818,254264754.6
2024-06-23,ZK/USDT,0.1818,0.186,0.1658,0.1679,205578631.8
2024-06-24,ZK/USDT,0.1679,0.1724,0.152,0.1696,449034012.5
2024-06-25,ZK/USDT,0.1695,0.18,0.1587,0.1692,303982685.4
2024-06-26,ZK/USDT,0.1692,0.1725,0.1545,0.1588,192801047.5
2024-06-27,ZK/USDT,0.1588,0.1647,0.1501,0.1611,219769661.2
2024-06-28,ZK/USDT,0.161,0.1724,0.1563,0.1577,269722076.1
2024-06-29,ZK/USDT,0.1577,0.172,0.1568,0.163,198178891.9
2024-06-30,ZK/USDT,0.1629,0.1849,0.1585,0.1772,273525100.0
2024-07-01,ZK/USDT,0.1772,0.1942,0.1731,0.1835,315501210.0
2024-07-02,ZK/USDT,0.1835,0.1846,0.173,0.1844,224214659.8
2024-07-03,ZK/USDT,0.1844,0.1916,0.1732,0.188,437615356.4
2024-07-04,ZK/USDT,0.188,0.1895,0.1441,0.1464,461059086.4
2024-07-05,ZK/USDT,0.1464,0.1535,0.1262,0.1503,521477278.0
2024-07-06,ZK/USDT,0.1503,0.1708,0.1488,0.1652,287136122.2
2024-07-07,ZK/USDT,0.1652,0.1668,0.1461,0.1475,233324534.8
2024-07-08,ZK/USDT,0.1475,0.1585,0.138,0.1453,249813034.8
2024-07-09,ZK/USDT,0.1453,0.1531,0.1444,0.1495,175624474.9
2024-07-10,ZK/USDT,0.1494,0.166,0.1473,0.1634,203513409.7
2024-07-11,ZK/USDT,0.1633,0.1741,0.1513,0.1531,256128773.9
2024-07-12,ZK/USDT,0.1531,0.1586,0.1479,0.1573,130935836.4
2024-07-13,ZK/USDT,0.1573,0.165,0.1514,0.1595,122697010.8
2024-07-14,ZK/USDT,0.1595,0.1681,0.1535,0.1661,124388542.5
2024-07-15,ZK/USDT,0.166,0.1775,0.1636,0.1773,181859182.3
2024-07-16,ZK/USDT,0.1773,0.1774,0.1635,0.1723,200480836.1
2024-07-17,ZK/USDT,0.1723,0.1813,0.165,0.1667,158790598.3
2024-07-18,ZK/USDT,0.1667,0.1733,0.1605,0.1672,120750152.5
2024-07-19,ZK/USDT,0.1672,0.1808,0.1627,0.1774,195517622.1
2024-07-20,ZK/USDT,0.1775,0.1944,0.174,0.1897,216839478.3
2024-07-21,ZK/USDT,0.1896,0.2034,0.1817,0.1983,293731568.2
2024-07-22,ZK/USDT,0.1983,0.2034,0.1775,0.1796,212728482.8
2024-07-23,ZK/USDT,0.1796,0.194,0.175,0.1811,243600325.9
2024-07-24,ZK/USDT,0.181,0.181,0.1646,0.1672,147915015.2
2024-07-25,ZK/USDT,0.1672,0.168,0.1493,0.1561,210129163.3
2024-07-26,ZK/USDT,0.1561,0.163,0.155,0.1611,145044880.9
2024-07-27,ZK/USDT,0.1611,0.1647,0.154,0.1614,119067170.0
2024-07-28,ZK/USDT,0.1615,0.1616,0.1552,0.1576,63456343.4
2024-07-29,ZK/USDT,0.1576,0.1638,0.1533,0.1554,103412095.5
2024-07-30,ZK/USDT,0.1554,0.1579,0.145,0.149,74277990.7
2024-07-31,ZK/USDT,0.149,0.1538,0.1445,0.146,68051876.1
2024-08-01,ZK/USDT,0.1461,0.148,0.1292,0.1418,147792483.1
2024-08-02,ZK/USDT,0.1418,0.1436,0.1222,0.1233,179651117.6
2024-08-03,ZK/USDT,0.1232,0.1242,0.1103,0.1145,206775657.7
2024-08-04,ZK/USDT,0.1146,0.1168,0.1014,0.1065,285731115.3
2024-08-05,ZK/USDT,0.1065,0.1065,0.08,0.0949,667858781.2
2024-08-06,ZK/USDT,0.0949,0.1056,0.0948,0.1034,190944664.9
2024-08-07,ZK/USDT,0.1033,0.1077,0.097,0.0988,148095891.0
2024-08-08,ZK/USDT,0.0988,0.1198,0.0959,0.1181,212453250.6
2024-08-09,ZK/USDT,0.118,0.118,0.1113,0.1155,89729090.5
2024-08-10,ZK/USDT,0.1155,0.1224,0.1131,0.1173,70603547.8
2024-08-11,ZK/USDT,0.1173,0.1211,0.1081,0.1087,87936561.4
2024-08-12,ZK/USDT,0.1088,0.1225,0.1078,0.1169,149472467.6
2024-08-13,ZK/USDT,0.1169,0.1203,0.1123,0.1173,99709081.7
2024-08-14,ZK/USDT,0.1172,0.1181,0.1094,0.1115,102487537.8
2024-08-15,ZK/USDT,0.1114,0.1131,0.1043,0.1062,83786237.3
2024-08-16,ZK/USDT,0.1062,0.1082,0.1004,0.104,80969665.8
2024-08-17,ZK/USDT,0.1039,0.1091,0.1031,0.108,87662114.2
2024-08-18,ZK/USDT,0.1079,0.114,0.106,0.1097,83504371.0
2024-08-19,ZK/USDT,0.1098,0.1126,0.1058,0.1123,76797447.2
2024-08-20,ZK/USDT,0.1122,0.1142,0.107,0.1107,65286758.2
2024-08-21,ZK/USDT,0.1107,0.1173,0.1097,0.1161,79204330.2
2024-08-22,ZK/USDT,0.1161,0.1242,0.1142,0.1222,154252309.9
2024-08-23,ZK/USDT,0.1222,0.135,0.1206,0.1324,114557725.1
2024-08-24,ZK/USDT,0.1325,0.1361,0.128,0.1306,111008864.3
2024-08-25,ZK/USDT,0.1307,0.1348,0.1231,0.1298,90940690.4
2024-08-26,ZK/USDT,0.1298,0.1303,0.1171,0.1179,81798272.8
2024-08-27,ZK/USDT,0.1179,0.124,0.1082,0.112,101637504.7
2024-08-28,ZK/USDT,0.112,0.1127,0.103,0.1074,138586987.0
2024-08-29,ZK/USDT,0.1073,0.1162,0.1073,0.1085,74997781.6
2024-08-30,ZK/USDT,0.1085,0.11,0.1022,0.1076,89059152.4
2024-08-31,ZK/USDT,0.1076,0.1089,0.1028,0.1041,50889725.5
2024-09-01,ZK/USDT,0.1041,0.105,0.0974,0.0986,65543649.9
2024-09-02,ZK/USDT,0.0985,0.1074,0.0979,0.1065,73291515.6
2024-09-03,ZK/USDT,0.1066,0.1085,0.0982,0.0985,75439263.0
2024-09-04,ZK/USDT,0.0984,0.1056,0.0923,0.1026,99567317.5
2024-09-05,ZK/USDT,0.1026,0.1043,0.0994,0.1005,97642366.4
2024-09-06,ZK/USDT,0.1005,0.1096,0.0946,0.099,162161948.5
2024-09-07,ZK/USDT,0.099,0.1058,0.098,0.1014,64239908.1
2024-09-08,ZK/USDT,0.1014,0.1074,0.1005,0.1048,72215286.4
2024-09-09,ZK/USDT,0.1049,0.1143,0.1037,0.1121,81177964.5
2024-09-10,ZK/USDT,0.1121,0.1131,0.1082,0.111,72599325.1
2024-09-11,ZK/USDT,0.111,0.1112,0.105,0.1078,80656442.3
2024-09-12,ZK/USDT,0.1079,0.1152,0.1078,0.1145,102078218.6
2024-09-13,ZK/USDT,0.1145,0.1194,0.1121,0.1187,91749069.4
2024-09-14,ZK/USDT,0.1188,0.1193,0.1131,0.1159,51710954.3
2024-09-15,ZK/USDT,0.1158,0.117,0.1081,0.1091,58034531.0
2024-09-16,ZK/USDT,0.109,0.1118,0.1052,0.1066,80171514.1
2024-09-17,ZK/USDT,0.1066,0.114,0.1052,0.1112,85391896.8
2024-09-18,ZK/USDT,0.1112,0.1179,0.1063,0.1177,108258245.5
2024-09-19,ZK/USDT,0.1178,0.1263,0.1174,0.1226,132703284.1
2024-09-20,ZK/USDT,0.1227,0.13,0.1191,0.1218,116491555.7
2024-09-21,ZK/USDT,0.1218,0.1284,0.1169,0.1282,77647572.7
2024-09-22,ZK/USDT,0.1283,0.1287,0.1168,0.1222,79248926.1
2024-09-23,ZK/USDT,0.1222,0.1276,0.1193,0.1251,112642943.7
2024-09-24,ZK/USDT,0.1252,0.136,0.1207,0.1339,170754947.6
2024-09-25,ZK/USDT,0.134,0.1413,0.1291,0.1312,181042777.5
2024-09-26,ZK/USDT,0.1313,0.1456,0.1289,0.1432,165016720.3
2024-09-27,ZK/USDT,0.1431,0.1535,0.1423,0.1511,110383913.9
2024-09-28,ZK/USDT,0.1512,0.1539,0.1415,0.1452,97514550.6
2024-09-29,ZK/USDT,0.1453,0.1509,0.1373,0.1464,104574355.8
2024-09-30,ZK/USDT,0.1464,0.1481,0.1345,0.1363,145814078.6
2024-10-01,ZK/USDT,0.1363,0.1429,0.1169,0.1217,220508805.6
2024-10-02,ZK/USDT,0.1217,0.1348,0.1213,0.1237,178353145.3
2024-10-03,ZK/USDT,0.1237,0.1301,0.115,0.119,156400897.6
2024-10-04,ZK/USDT,0.119,0.1294,0.1182,0.1273,143828943.6
2024-10-05,ZK/USDT,0.1274,0.1322,0.1222,0.1244,89542597.9
2024-10-06,ZK/USDT,0.1244,0.1307,0.1239,0.1289,69275898.0
2024-10-07,ZK/USDT,0.129,0.1365,0.1269,0.131,179554248.4
2024-10-08,ZK/USDT,0.1311,0.1342,0.1251,0.1272,105048486.5
2024-10-09,ZK/USDT,0.1271,0.1298,0.1184,0.1203,82820428.1
2024-10-10,ZK/USDT,0.1202,0.1261,0.1166,0.1259,106205791.4
2024-10-11,ZK/USDT,0.1258,0.1334,0.1249,0.1312,91059237.2
2024-10-12,ZK/USDT,0.1312,0.1371,0.1296,0.1327,58381848.8
2024-10-13,ZK/USDT,0.1328,0.1336,0.1251,0.1301,99972150.3
2024-10-14,ZK/USDT,0.1301,0.1405,0.1286,0.1385,106538630.0
2024-10-15,ZK/USDT,0.1385,0.1394,0.1296,0.1336,124302804.3
2024-10-16,ZK/USDT,0.1336,0.1342,0.1264,0.1298,77631033.2
2024-10-17,ZK/USDT,0.1299,0.1314,0.1236,0.1262,62368126.3
2024-10-18,ZK/USDT,0.1261,0.1361,0.1254,0.135,84423363.9
2024-10-19,ZK/USDT,0.1351,0.1455,0.1319,0.1428,115096373.4
2024-10-20,ZK/USDT,0.1429,0.1538,0.1391,0.1489,154687417.7
2024-10-21,ZK/USDT,0.1489,0.1512,0.1409,0.1426,82136845.2
